index;id;smiles;mols;Predicted_pKi;QED;synthetic_accesibility;LLM-configuration;MW;FCsp3;HBA;HBD;Rotatable_bonds;RingCount;TPSA;LogP
259;t1_2_C_Non_seq_1;CCCC(=Cc1nc(CCc2ccc(O)cc2)no1)n1cnc2ccccc21;🤷‍♂️;6.709022521972656;0.5069011393934402;2.911057638471293;t1_2_C;374.174275944;0.22727272727272727;6;1;7;4;76.97000000000001;4.708300000000003
96;Seq_96;CC1=CC2=C(C=C1)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2;🤷‍♂️;6.658938407897949;0.04330484522524024;5.215591178408422;Seq;771.1414845519996;0.4230769230769231;21;9;13;6;362.9299999999999;-2.732379999999999
297;t1_2_C_Non_seq_39;CCc1ccc(OC(F)F)c(NC(=O)CCN2CCCCC2=O)c1;🤷‍♂️;6.633096694946289;0.8292000586137398;2.2133019199486874;t1_2_C;340.15984900399997;0.5294117647058824;3;1;7;2;58.64;3.1915000000000022
175;t07_C_Non_seq_1;CCc1ccc(C)c(S(=O)(=O)NCCc2ccccc2C)c1;🤷‍♂️;6.62420654296875;0.8874841499894474;1.8946625753456487;t07_C;317.144949976;0.3333333333333333;2;1;6;2;46.17;3.386840000000002
334;t1_2_C_Non_seq_76;CC=CCNC(=O)NC(C)(C)COc1ccc(CN2CCOCC2)cc1;🤷‍♂️;6.595676422119141;0.6987486802100225;2.5108777223118928;t1_2_C;361.23654185199996;0.55;4;2;8;2;62.83;2.5515000000000008
168;t02_C_Non_seq_87;CCc1ccc(C(=O)N(C)C)cc1NC(=O)c1cc(C)n(C(C)C)c1C;🤷‍♂️;6.571020126342773;0.8736636981747328;2.2463866800991106;t02_C;355.22597716800004;0.42857142857142855;3;1;5;2;54.34;4.202340000000003
338;t1_2_C_Non_seq_80;CCCCCN(C)C(=O)c1cc(NC(=O)c2nccnc2N)c(F)cc1F;🤷‍♂️;6.560854911804199;0.7227376209254524;2.430422635434695;t1_2_C;377.16633135200004;0.3333333333333333;5;2;7;2;101.21;2.8515000000000006
75;Seq_75;CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(O)C=C2C;🤷‍♂️;6.556907653808594;0.3697007878533774;3.8007715441829113;Seq;416.3654307759999;0.7857142857142857;2;1;12;2;29.46;8.531840000000004
88;Seq_88;CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=CC=C2C;🤷‍♂️;6.52879524230957;0.3402947935113179;3.6873962556676343;Seq;400.37051615599995;0.7857142857142857;1;0;12;2;9.23;8.826240000000004
204;t07_C_Non_seq_30;CCc1cccc(C)c1NC(=O)c1ccc(Cl)c(S(=O)(=O)N(C)C)c1;🤷‍♂️;6.513077735900879;0.8592332722509869;2.0097127746381815;t07_C;380.09614121199996;0.2777777777777778;3;1;5;2;66.48;3.713420000000002
92;Seq_92;CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=CC(O)=CC=C2O1;🤷‍♂️;6.507434844970703;0.3938858724011538;3.605777000110848;Seq;388.3341306479999;0.7692307692307693;2;1;12;2;29.46;7.91500000000001
342;t1_2_C_Non_seq_84;CCCOc1cc(S(=O)(=O)n2cnc(C)c2)c(OCC)cc1S(C)(=O)=O;🤷‍♂️;6.489548683166504;0.6650359444327952;2.7326749839691544;t1_2_C;402.09192842399995;0.4375;8;0;8;2;104.56;2.01952
58;Seq_58;CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=CC(O)=C2C;🤷‍♂️;6.478767395019531;0.3697007878533774;3.8173430263592723;Seq;416.3654307759999;0.7857142857142857;2;1;12;2;29.46;8.531840000000004
80;Seq_80;CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=CC=C2O;🤷‍♂️;6.43155574798584;0.3813468683032614;3.7364012556676354;Seq;402.3497807119999;0.7777777777777778;2;1;12;2;29.46;8.223420000000006
252;t07_C_Non_seq_78;CCC(C)(C)c1ccnc(Nc2ccc3c(c2)NC(=O)CO3)n1;🤷‍♂️;6.424155235290527;0.9061213789264243;2.587890778890994;t07_C;312.15862588;0.35294117647058826;5;2;4;3;76.14;3.2387000000000006
138;t02_C_Non_seq_44;CCOc1ccc(C(=O)Nc2ccc(C)c(S(=O)(=O)N(C)C)c2)nn1;🤷‍♂️;6.406876564025879;0.8368101977152327;2.2395426388915745;t02_C;364.1205261200001;0.3125;6;1;6;2;101.49;1.6863199999999998
18;Seq_18;CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)CC(C)=C2C;🤷‍♂️;6.391807556152344;0.29184957092982605;4.246254886887174;Seq;442.41746634799995;0.8064516129032258;1;0;12;2;9.23;10.325199999999993
249;t07_C_Non_seq_75;CCc1nn(C)c(C)c1C(C)NS(=O)(=O)c1ccc(Cl)c(Cl)c1;🤷‍♂️;6.382449150085449;0.8667278760091354;2.886409048180708;t07_C;375.057503208;0.4;4;1;5;2;63.99;3.637220000000003
24;Seq_24;CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)CC(C)=C2O;🤷‍♂️;6.37481689453125;0.3243174483600899;4.293623056648448;Seq;444.3967309039999;0.8;2;1;12;2;29.46;9.820799999999998
57;Seq_57;CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=CC(O)=C2;🤷‍♂️;6.371146202087402;0.3813468683032614;3.74015183259071;Seq;402.3497807119999;0.7777777777777778;2;1;12;2;29.46;8.223420000000006
223;t07_C_Non_seq_49;CCOc1cc(C(=O)Nc2nc3ccccc3[nH]2)cc(OC)c1OC;🤷‍♂️;6.370510101318359;0.7188269340407238;2.044731842893869;t07_C;341.137556088;0.2222222222222222;5;2;6;3;85.47;3.2311000000000014
181;t07_C_Non_seq_7;CC=CCn1c(=O)c(=O)[nH]c2cc(C(=O)Nc3ccccc3F)ccc21;🤷‍♂️;6.367792129516602;0.5586217909930994;2.335472482087475;t07_C;353.117569592;0.10526315789473684;4;2;4;3;83.96000000000001;2.657300000000001
66;Seq_66;CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=CC=C2;🤷‍♂️;6.35704231262207;0.34955707771599853;3.5913255208209067;Seq;386.35486609199995;0.7777777777777778;1;0;12;2;9.23;8.517820000000006
255;t07_C_Non_seq_81;CCCC(CC)n1nccc1NC(=O)CCc1c(C)nc2c(C#N)cnn2c1C;🤷‍♂️;6.345546722412109;0.6281628635487793;3.3459526078251995;t07_C;393.2277084840001;0.47619047619047616;7;1;8;3;100.89999999999999;3.7368200000000025
7;Seq_7;CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=CC(O)=C(O)C=C2O1;🤷‍♂️;6.332457542419434;0.35218584230910627;3.737858563359943;Seq;404.3290452679999;0.7692307692307693;3;2;12;2;49.69;7.620600000000009
87;Seq_87;CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C1=CC(O)=CC=C1C2(C)C;🤷‍♂️;6.32258415222168;0.3406169827694898;4.079108387574961;Seq;454.3810808399999;0.7419354838709677;2;1;12;3;29.46;9.4027
211;t07_C_Non_seq_37;CCCCNC(=O)c1cc(NC(=O)COc2ccc(C)c(C)c2)ccc1F;🤷‍♂️;6.308256149291992;0.6887074306962402;1.8835247310687908;t07_C;372.18492088000005;0.3333333333333333;3;2;8;2;67.43;3.9899400000000025
141;t02_C_Non_seq_48;CCc1cc(C)n(-c2ccc(C(=O)N3CCCC(C)C3)cc2)n1;🤷‍♂️;6.285358428955078;0.8681503169921952;2.5349100628281036;t02_C;311.19976242;0.47368421052631576;3;0;3;3;38.13;3.6152200000000025
173;t02_C_Non_seq_98;CCC(C)c1nc(CN(C)C(=O)c2ccc(-c3ccco3)[nH]c2=O)cs1;🤷‍♂️;6.27944278717041;0.7131100220139411;3.1683544781912385;t02_C;371.13036253200005;0.3157894736842105;5;1;6;3;79.2;3.877100000000003
316;t1_2_C_Non_seq_58;CC#CCN1CCC(C(=O)NCC(C)(C)c2ccccc2OCC)CC1;🤷‍♂️;6.250999450683594;0.7629389983370856;2.461013472603808;t1_2_C;356.24637826399993;0.5909090909090909;3;1;7;2;41.57000000000001;3.2144000000000013
5;Seq_5;CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=CC(C)=C2O;🤷‍♂️;6.250533103942871;0.3697007878533774;3.816199874389291;Seq;416.3654307759999;0.7857142857142857;2;1;12;2;29.46;8.531840000000004
218;t07_C_Non_seq_44;CCOc1ccc(C(=O)NCCCc2ccc(OC)cc2)cc1OC;🤷‍♂️;6.241894721984863;0.7085249535013175;1.675558278430163;t07_C;343.17835828;0.35;4;1;9;2;56.790000000000006;3.4651000000000023
202;t07_C_Non_seq_28;CCCN(CC(=O)Nc1cccc(C)c1C)C(=O)c1cc(C)no1;🤷‍♂️;6.23128604888916;0.8834207898984457;2.2181824543396687;t07_C;329.173941596;0.3888888888888889;4;1;6;2;75.44;3.0907600000000013
10;Seq_10;CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=CC(C)=C2C;🤷‍♂️;6.228549957275391;0.3310753644842517;3.746987679267339;Seq;414.38616621999995;0.7931034482758621;1;0;12;2;9.23;9.134660000000002
142;t02_C_Non_seq_49;CCC(C)c1cc(C(=O)Nc2ccc(F)cc2)c2cnn(C(C)C)c2n1;🤷‍♂️;6.2237043380737305;0.7075153530663129;2.7610440988445575;t02_C;354.18558957600004;0.35;4;1;5;3;59.81;4.917100000000004
161;t02_C_Non_seq_78;CCc1cc(C)n(CC2CN(Cc3cc(C)on3)CCO2)n1;🤷‍♂️;6.212667465209961;0.8448641455692109;3.0915429116225983;t02_C;304.189926008;0.625;6;0;5;3;56.32000000000001;1.9513399999999999
90;Seq_90;CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=CC(C)=C2;🤷‍♂️;6.210966110229492;0.3402947935113179;3.661773947975327;Seq;400.37051615599995;0.7857142857142857;1;0;12;2;9.23;8.826240000000004
195;t07_C_Non_seq_21;CCn1nc(C(=O)NC2CCCC2)cc1NC(=O)c1ccc(F)cc1;🤷‍♂️;6.190859794616699;0.8754302394225576;2.1336514528613666;t07_C;344.164854132;0.3888888888888889;4;2;5;3;76.02000000000001;2.966800000000001
73;Seq_73;CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(C)=C2C;🤷‍♂️;6.1849517822265625;0.32188738181118026;3.741542812474081;Seq;428.40181628399995;0.8;1;0;12;2;9.23;9.44308
179;t07_C_Non_seq_5;CCCc1ccc(S(=O)(=O)N2CCC(C(=O)Nc3ccccc3)CC2)cc1;🤷‍♂️;6.183067321777344;0.8235125704282991;1.8005465412585995;t07_C;386.166413692;0.38095238095238093;3;1;6;3;66.48;3.6785000000000023
305;t1_2_C_Non_seq_47;CCOc1cccc(-c2c(C3CC3)n[nH]c2NC(=O)C2CCCc3[nH]ncc32)c1;🤷‍♂️;6.180454254150391;0.5885080708168454;3.5330344759570673;t1_2_C;391.20082504000004;0.4090909090909091;4;3;6;5;95.68999999999998;4.134500000000002
46;Seq_46;CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)CC(C)=C2;🤷‍♂️;6.172060012817383;0.30025640625795763;4.284685773042925;Seq;428.40181628399995;0.8;1;0;12;2;9.23;9.935099999999997
247;t07_C_Non_seq_73;CCc1cccc(C(=O)Nc2cccc(CN3CCOCC3)c2)c1;🤷‍♂️;6.16937255859375;0.9170530216985606;1.7677659908032055;t07_C;324.183778008;0.35;3;1;5;3;41.57000000000001;3.3335000000000017
292;t1_2_C_Non_seq_34;CCCOc1ccccc1NCC(=O)Nc1cc(C(C)(C)C)no1;🤷‍♂️;6.148238182067871;0.8065631417164509;2.308038544518146;t1_2_C;331.18959166;0.4444444444444444;5;2;7;2;76.39;3.8115000000000023
235;t07_C_Non_seq_61;CCc1cc(C)cc(NC(=O)c2c(C)nn(-c3ccccc3)c2C)c1;🤷‍♂️;6.139814376831055;0.7575383611968479;2.0117006867260923;t07_C;333.184112356;0.23809523809523808;3;1;4;3;46.92;4.612260000000004
77;Seq_77;NC1(CCN(CC1)C(=O)C1=CC=C(Cl)C=C1)C(=O)N[C@H](C(=O)NC1CCCCC1)C1=CC=CC=C1;🤷‍♂️;6.1375627517700195;0.5681050579132101;2.8837709798625326;Seq;496.22411859600004;0.4444444444444444;4;3;6;4;104.53;3.579900000000002
224;t07_C_Non_seq_50;CCc1ccc(OC2CCN(C(=O)c3cc(CC(C)C)n[nH]3)CC2)nn1;🤷‍♂️;6.135772705078125;0.8590657313913697;2.8054172233513945;t07_C;357.2164751040001;0.5789473684210527;5;1;6;3;84;2.6442000000000005
27;Seq_27;CC1=CC=C(C=C1)N(CC1=CC=CC=C1)C(=O)C1=CC=CC=C1;🤷‍♂️;6.121485710144043;0.6748230149792845;1.5744467764181493;Seq;301.146664228;0.09523809523809523;1;0;4;3;20.310000000000002;4.842020000000003
184;t07_C_Non_seq_10;CCc1ccc(-c2cc(C(=O)N(C)C)c3cnn(-c4ccc(F)cc4)c3n2)o1;🤷‍♂️;6.1112871170043945;0.5366686962031068;2.4295534063958684;t07_C;378.149204068;0.19047619047619047;5;0;4;4;64.16;4.083800000000003
116;t02_C_Non_seq_13;CCC(C)c1cc(C(=O)N2CCCC2c2ccc3c(c2)OCCO3)n[nH]1;🤷‍♂️;6.102744102478027;0.9085286536476709;3.312074303690885;t02_C;355.18959166;0.5;4;1;4;4;67.45;3.671700000000002
45;Seq_45;CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2O;🤷‍♂️;6.097283363342285;0.32690817033233144;3.8803257795070483;Seq;432.3603453959999;0.7857142857142857;3;2;12;2;49.69;8.237440000000005
273;t1_2_C_Non_seq_15;CCC(Nc1cccc(Oc2cnccn2)c1)c1ccc(-n2cncn2)cc1;🤷‍♂️;6.087868690490723;0.5175857222626832;2.873391431151994;t1_2_C;372.16985926000007;0.14285714285714285;7;1;7;4;77.75;4.4128000000000025
324;t1_2_C_Non_seq_66;CC=CCN(Cc1cccc2c1OCCO2)C(=O)c1cnn(-c2ccncc2)c1C;🤷‍♂️;6.078742027282715;0.587735615964343;2.7778512210671025;t1_2_C;404.1848406280001;0.2608695652173913;6;0;6;4;69.48;3.5654200000000023
233;t07_C_Non_seq_59;CCC(C)n1ncc2c(C(=O)N3CCC4(CC3)OCCO4)cc(C3CC3)nc21;🤷‍♂️;6.071541786193848;0.8092489557803803;3.701659840347533;t07_C;384.216140756;0.6666666666666666;6;0;4;5;69.48;3.2588000000000017
307;t1_2_C_Non_seq_49;CC=CCn1c(SCc2noc(-c3ccsc3)n2)nnc1C1CC1;🤷‍♂️;6.061205863952637;0.46642813268794675;2.8779604962977103;t1_2_C;359.08745216400007;0.375;8;0;7;4;69.63;4.135400000000003
26;Seq_26;NC(=O)C1=CN(C=CC1)[C@@H]1C[C@H](C1)NC(=O)C1=CN(C2CC2)C(=O)C2=CC=CC=C12;🤷‍♂️;6.058436393737793;0.7982134397446142;3.0365635931777515;Seq;404.18484062799996;0.34782608695652173;5;2;5;5;97.43;2.1857999999999995
100;Seq_100;CC1=CC2=C(N1)N(CC1=CC=CC=C1)C(=O)CN(CC1=CC=CC=C1)C2=O;🤷‍♂️;6.044405937194824;0.7749292237068949;2.3885993346190872;Seq;359.163376912;0.18181818181818182;2;1;4;4;56.410000000000004;3.5123200000000026
296;t1_2_C_Non_seq_38;CCCN1C(=O)C(O)(CC(=O)c2ccco2)c2ccc(F)cc21;🤷‍♂️;6.042222023010254;0.8606841870029975;2.9202327477393464;t1_2_C;317.106336212;0.29411764705882354;4;1;5;3;70.75;2.6359000000000012
17;Seq_17;CC(C)C[C@@H](NC(=O)C(CC1=CC=CC=C1)NC(=O)C1=CN=CC=C1)C(=O)NC1=C(N)CCCCC1;🤷‍♂️;6.038558006286621;0.40602260623246594;3.2928946838715234;Seq;491.28964004400007;0.42857142857142855;5;4;10;3;126.21;3.204200000000001
60;Seq_60;CC1=C(C(=O)C2=CC(I)=C(I)C=C2)C2=C(O1)C=CC=C2;🤷‍♂️;6.03073787689209;0.36798451110260616;2.4270072789079205;Seq;487.87702556;0.0625;2;0;2;3;30.21;5.181420000000003
239;t07_C_Non_seq_65;CCCn1c(SCc2nc(N)nc(N(C)C)n2)nnc1-c1ccco1;🤷‍♂️;6.006758689880371;0.6326293816580333;2.6681948981484744;t07_C;360.14807826;0.4;10;1;7;3;111.78000000000002;2.0736
13;Seq_13;CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(C)=C2O;🤷‍♂️;6.006141662597656;0.35864394447897785;3.813623581704851;Seq;430.3810808399999;0.7931034482758621;2;1;12;2;29.46;8.840260000000002
49;Seq_49;CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)CC[C@H]2O;🤷‍♂️;5.988890647888184;0.3338212228994803;4.325397555759962;Seq;432.3967309039999;0.8620689655172413;2;1;12;2;29.46;8.739800000000002
189;t07_C_Non_seq_15;CCC(C)C(NC(=O)c1ccco1)C(=O)N1CCC(N2CCNC2=O)CC1;🤷‍♂️;5.963613510131836;0.7853902492688382;3.1986098448911573;t07_C;376.211055376;0.631578947368421;4;2;6;3;94.89000000000001;1.4403000000000004
147;t02_C_Non_seq_56;CCC(C)c1nc(CN2CCN(C(=O)c3ccc(F)cc3)CC2)no1;🤷‍♂️;5.952661514282227;0.8328666686087733;2.646135238840314;t02_C;346.180504196;0.5;5;0;5;3;62.470000000000006;2.680200000000001
226;t07_C_Non_seq_52;CCC(C)(C)OC(=O)Nc1cccc(NC(=O)N2CCCC3CCCC32)c1;🤷‍♂️;5.942090034484863;0.7599370300895946;3.066471990640146;t07_C;373.236541852;0.6190476190476191;3;2;4;3;70.67;5.220100000000005
67;Seq_67;NC1=NC(=C(N=N1)C1=C(Cl)C(Cl)=CC=C1)C1=CC(Cl)=CC=C1;🤷‍♂️;5.925104141235352;0.7234397656864717;2.272835267856733;Seq;349.989279328;0;4;1;2;3;64.69;4.748000000000001
130;t02_C_Non_seq_30;CCc1cccc(C(=O)N2CCN(Cc3ccc(C#N)cc3)CC2)c1;🤷‍♂️;5.924406051635742;0.8637407201722742;1.8596243130997188;t02_C;333.184112356;0.3333333333333333;3;0;4;3;47.34;3.078680000000002
205;t07_C_Non_seq_31;CCC(C)(C)N(Cc1ccccc1)C(=O)CNc1cc(C#N)ccc1C(F)(F)F;🤷‍♂️;5.885617256164551;0.6907746909235297;2.620123928337195;t07_C;403.187147048;0.36363636363636365;3;1;7;2;56.13;5.206380000000005
269;t1_2_C_Non_seq_11;CCc1ccc2nc(CN3CCN(C(=O)c4cc[nH]n4)CC3)[nH]c2c1;🤷‍♂️;5.882890701293945;0.7600952632366332;2.657016673479067;t1_2_C;338.185509324;0.3888888888888889;4;2;4;4;80.91;1.8063999999999998
103;Seq_103;NC(=O)C1=NN(C[C@H]2CC[C@H](O)CC2)C2=CC=CC=C12;🤷‍♂️;5.882648468017578;0.8924706462900985;2.30408340672747;Seq;273.147726848;0.4666666666666667;4;2;3;3;81.14;1.686299999999999
132;t02_C_Non_seq_34;CCc1ccc(C(=O)Nc2ccc(F)cc2)cc1NC(=O)c1ccco1;🤷‍♂️;5.8815813064575195;0.7107920824566087;1.8871215892557611;t02_C;352.122320624;0.1;3;2;5;3;71.34;4.485700000000002
227;t07_C_Non_seq_53;CCc1ccc(-c2cc(C(=O)NC3CC3)c3cnn(C(C)C)c3n2)o1;🤷‍♂️;5.878164291381836;0.7692029770684617;2.4889617856271933;t07_C;338.174275944;0.42105263157894735;5;1;5;4;72.95;3.7268000000000026
180;t07_C_Non_seq_6;CCc1c(C(=O)OCC2CCCO2)nnn1-c1ccc(OC(C)C)cc1;🤷‍♂️;5.859848976135254;0.707674440970892;2.8767907724412325;t07_C;359.18450628;0.5263157894736842;7;0;7;3;75.47000000000001;2.952700000000001
244;t07_C_Non_seq_70;CCC(C)COc1ccccc1CN(C)C(=O)c1cccc(N)c1;🤷‍♂️;5.859532356262207;0.7834368627592919;2.5055820287555317;t07_C;326.19942807200005;0.35;3;1;7;2;55.56;3.965900000000002
54;Seq_54;NC1=CC=C2N(CC(F)(F)C(F)(F)F)C(=O)CC[C@@]2(O)C1;🤷‍♂️;5.857494354248047;0.7623232881888019;4.0961055724704085;Seq;312.08971875599997;0.5833333333333334;3;2;2;2;66.56;1.6677000000000002
332;t1_2_C_Non_seq_74;CCCOC(=O)c1c(C)[nH]c(C(=O)COC(=O)c2cc3ccccc3o2)c1C;🤷‍♂️;5.83698844909668;0.48930686317991157;2.3707980772070414;t1_2_C;383.136887392;0.2857142857142857;6;1;7;3;98.60000000000001;3.9842400000000024
286;t1_2_C_Non_seq_28;CCCC(NC(=O)CCOc1ccc(F)cc1Cl)C(=O)OC;🤷‍♂️;5.831721305847168;0.7438371715254597;2.4428079665676545;t1_2_C;331.09866398799994;0.4666666666666667;4;1;8;1;64.63;2.7059000000000006
114;t02_C_Non_seq_11;CCOc1ccc(-c2nc(C(=O)N3CCOCC3)cs2)cc1OC;🤷‍♂️;5.826374053955078;0.831332462412457;2.0859639076689476;t02_C;348.11437811999997;0.4117647058823529;6;0;5;3;60.89;2.689800000000001
160;t02_C_Non_seq_77;CCC(C)c1ccc(C(=O)Nc2ccc(C(=O)N(C)C)c(Cl)c2)cc1;🤷‍♂️;5.815915107727051;0.8334871297886782;2.313406569539442;t02_C;358.144805656;0.3;2;1;5;2;49.410000000000004;4.807600000000004
108;t02_C_Non_seq_4;CCc1cc(C)c(C(=O)Nc2ccc(C(=O)N3CCCCC3)cc2)c(=O)[nH]1;🤷‍♂️;5.796110153198242;0.8709444355472193;2.1828010630525956;t02_C;367.18959166;0.38095238095238093;3;2;4;3;82.27000000000001;3.1241200000000013
236;t07_C_Non_seq_62;CCc1ccccc1CN(C)C(=O)c1ccc2c(c1)OCC(=O)N2;🤷‍♂️;5.792452812194824;0.940639624586765;2.2171373288768965;t07_C;324.1473925;0.2631578947368421;3;1;4;3;58.64;2.852100000000001
182;t07_C_Non_seq_8;CCC(C)c1cc(C(=O)N2CCCC(c3nc4ccccc4o3)C2)n[nH]1;🤷‍♂️;5.779914855957031;0.7674058812198504;3.310098919075502;t07_C;352.189926008;0.45;4;1;4;4;75.02000000000001;4.084200000000003
156;t02_C_Non_seq_69;CCC(C)c1nc(CN2CCN(c3ccc(C#N)cn3)CC2)cs1;🤷‍♂️;5.7707624435424805;0.8354456217853948;2.9163813598592103;t02_C;341.167416736;0.5;6;0;5;3;56.050000000000004;3.2454800000000024
29;Seq_29;NC1=CC(F)=C(C(=O)NC2=CC=C(Cl)C=C2F)C(=C1)C1=CC(F)=CC=C1F;🤷‍♂️;5.769644737243652;0.4614908842834874;2.2817841738962326;Seq;394.04960353200005;0;2;2;3;3;55.120000000000005;5.397900000000003
288;t1_2_C_Non_seq_30;CCCC(C)c1nnnn1CC(=O)Nc1cc(O)c(Cl)cc1Cl;🤷‍♂️;5.767328262329102;0.8270604716288558;2.9748582285085767;t1_2_C;357.075930144;0.42857142857142855;6;2;6;2;92.93;3.227800000000001
134;t02_C_Non_seq_37;CCOc1ccc(C(=O)N(C)Cc2ccc(C)o2)c(OC)c1OC;🤷‍♂️;5.75819206237793;0.778037377148822;2.227635601192816;t02_C;333.157622836;0.3888888888888889;5;0;7;2;61.14;3.2761200000000015
34;Seq_34;CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C1=CC(O)=CC=C1C2=O;🤷‍♂️;5.757164001464844;0.3553143803683073;3.9228558704057868;Seq;440.3290452679999;0.6896551724137931;3;1;12;3;46.53;8.307800000000006
231;t07_C_Non_seq_57;CCOc1ccc(C(=O)N2CCN(Cc3ccc(F)cc3)CC2)cc1;🤷‍♂️;5.75654411315918;0.836593616065673;1.6687704669458725;t07_C;342.174356196;0.35;3;0;5;3;32.78;3.182400000000002
